Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
1,Patrick van Aanholt,nl NED,DF,Chelsea,18,1990,2,0,35,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
2,Emmanuel Adebayor,tg TOG,FW,Manchester City,25,1984,26,25,2207,24.5,14,3,17,14,0,0,1,0,0.57,0.12,0.69,0.57,0.69,Matches
3,Kieran Agard,eng ENG,"FW,MF",Everton,19,1989,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
4,Gabriel Agbonlahor,eng ENG,"FW,MF",Aston Villa,22,1986,36,35,3075,34.2,13,3,16,13,0,0,3,0,0.38,0.09,0.47,0.38,0.47,Matches
5,Daniel Agger,dk DEN,DF,Liverpool,24,1984,23,23,1977,22.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
6,Yakubu Aiyegbeni,ng NGA,FW,Everton,26,1982,25,9,1097,12.2,5,4,9,5,0,1,1,0,0.41,0.33,0.74,0.41,0.74,Matches
7,Marc Albrighton,eng ENG,"DF,FW",Aston Villa,19,1989,3,0,61,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
8,Alex,br BRA,DF,Chelsea,27,1982,16,13,1270,14.1,1,0,1,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,Matches
9,Graham Alexander,sct SCO,"DF,MF",Burnley,37,1971,33,33,2735,30.4,7,1,8,1,6,6,3,0,0.23,0.03,0.26,0.03,0.07,Matches
10,Manuel Almunia,es ESP,GK,Arsenal,32,1977,29,29,2610,29.0,0,1,1,0,0,0,1,0,0.00,0.03,0.03,0.00,0.03,Matches
11,Ben Alnwick,eng ENG,GK,Tottenham,22,1987,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
12,Jozy Altidore,us USA,FW,Hull City,19,1989,28,16,1461,16.2,1,3,4,1,0,0,4,1,0.06,0.18,0.25,0.06,0.25,Matches
13,Anderson,br BRA,MF,Manchester Utd,21,1988,14,10,858,9.5,1,2,3,1,0,0,1,0,0.10,0.21,0.31,0.10,0.31,Matches
14,Keith Andrews,ie IRL,MF,Blackburn,28,1980,32,22,2121,23.6,1,0,1,0,1,1,4,0,0.04,0.00,0.04,0.00,0.00,Matches
15,Nicolas Anelka,fr FRA,FW,Chelsea,30,1979,33,31,2688,29.9,11,7,18,11,0,0,0,0,0.37,0.23,0.60,0.37,0.60,Matches
16,Victor Anichebe,ng NGA,FW,Everton,21,1988,11,6,480,5.3,1,2,3,1,0,0,1,0,0.19,0.37,0.56,0.19,0.56,Matches
17,Alberto Aquilani,it ITA,MF,Liverpool,25,1984,18,9,817,9.1,1,6,7,1,0,0,0,0,0.11,0.66,0.77,0.11,0.77,Matches
18,Andrey Arshavin,ru RUS,"FW,MF",Arsenal,28,1981,30,25,2255,25.1,10,1,11,10,0,0,2,0,0.40,0.04,0.44,0.40,0.44,Matches
19,Mikel Arteta,es ESP,MF,Everton,27,1982,13,11,1032,11.5,6,1,7,4,2,2,3,0,0.52,0.09,0.61,0.35,0.44,Matches
20,Jamie Ashdown,eng ENG,GK,Portsmouth,28,1980,6,5,452,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
21,Benoît Assou-Ekotto,cm CMR,DF,Tottenham,25,1984,30,29,2530,28.1,1,2,3,1,0,0,5,0,0.04,0.07,0.11,0.04,0.11,Matches
22,Will Atkinson,eng ENG,MF,Hull City,20,1988,2,2,180,2.0,1,0,1,1,0,0,1,0,0.50,0.00,0.50,0.50,0.50,Matches
23,Fábio Aurélio,br BRA,"DF,MF",Liverpool,29,1979,14,8,653,7.3,0,1,1,0,0,0,1,0,0.00,0.14,0.14,0.00,0.14,Matches
24,Daniel Ayala,es ESP,DF,Liverpool,18,1990,5,2,236,2.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
25,Ryan Babel,nl NED,"FW,MF",Liverpool,22,1986,25,9,966,10.7,4,1,5,4,0,0,1,0,0.37,0.09,0.47,0.37,0.47,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
26,Leighton Baines,eng ENG,DF,Everton,24,1984,37,37,3330,37.0,1,8,9,0,1,1,2,0,0.03,0.22,0.24,0.00,0.22,Matches
27,Chris Baird,nir NIR,"DF,MF",Fulham,27,1982,32,29,2658,29.5,0,1,1,0,0,0,4,0,0.00,0.03,0.03,0.00,0.03,Matches
28,Gareth Bale,wls WAL,"FW,MF",Tottenham,20,1989,23,18,1713,19.0,3,5,8,3,0,0,2,0,0.16,0.26,0.42,0.16,0.42,Matches
29,Michael Ballack,de GER,MF,Chelsea,32,1976,32,26,2363,26.3,4,5,9,4,0,0,3,1,0.15,0.19,0.34,0.15,0.34,Matches
30,Phil Bardsley,sct SCO,DF,Sunderland,24,1985,26,18,1704,18.9,0,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,Matches
31,Nick Barmby,eng ENG,"FW,MF",Hull City,35,1974,20,6,758,8.4,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
32,Gareth Barry,eng ENG,MF,Manchester City,28,1981,34,34,2994,33.3,2,7,9,2,0,0,4,0,0.06,0.21,0.27,0.06,0.27,Matches
33,Chris Basham,eng ENG,"DF,MF",Bolton,21,1988,8,2,240,2.7,0,1,1,0,0,0,0,0,0.00,0.37,0.37,0.00,0.37,Matches
34,Angelos Basinas,gr GRE,MF,Portsmouth,33,1976,12,7,775,8.6,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
35,Sébastien Bassong,cm CMR,DF,Tottenham,23,1986,28,25,2296,25.5,1,0,1,1,0,0,2,0,0.04,0.00,0.04,0.04,0.04,Matches
36,Yıldıray Baştürk,tr TUR,MF,Blackburn,30,1978,1,1,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
37,Jose Baxter,eng ENG,"FW,MF",Everton,17,1992,2,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
38,James Beattie,eng ENG,FW,Stoke City,31,1978,22,11,803,8.9,2,1,3,1,1,1,1,0,0.22,0.11,0.34,0.11,0.22,Matches
39,Asmir Begović,ba BIH,GK,Stoke City,22,1987,4,3,326,3.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
40,Asmir Begović,ba BIH,GK,Portsmouth,22,1987,9,8,736,8.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
41,Valon Behrami,ch SUI,"DF,MF",West Ham,24,1985,27,24,2048,22.8,1,1,2,1,0,0,0,0,0.04,0.04,0.09,0.04,0.09,Matches
42,Nadir Belhadj,dz ALG,"DF,MF",Portsmouth,27,1982,19,16,1471,16.3,3,2,5,3,0,0,2,0,0.18,0.12,0.31,0.18,0.31,Matches
43,Craig Bellamy,wls WAL,FW,Manchester City,30,1979,32,26,2379,26.4,10,8,18,10,0,0,5,1,0.38,0.30,0.68,0.38,0.68,Matches
44,Juliano Belletti,br BRA,"DF,MF",Chelsea,33,1976,11,4,490,5.4,0,1,1,0,0,0,1,1,0.00,0.18,0.18,0.00,0.18,Matches
45,Tal Ben Haim,il ISR,DF,Portsmouth,27,1982,22,21,1915,21.3,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
46,Yossi Benayoun,il ISR,MF,Liverpool,29,1980,30,19,1849,20.5,6,4,10,6,0,0,1,0,0.29,0.19,0.49,0.29,0.49,Matches
47,Nicklas Bendtner,dk DEN,FW,Arsenal,21,1988,23,13,1234,13.7,6,5,11,6,0,0,2,0,0.44,0.36,0.80,0.44,0.80,Matches
48,Christian Benítez,ec ECU,FW,Birmingham City,23,1986,30,21,1935,21.5,3,5,8,3,0,1,1,0,0.14,0.23,0.37,0.14,0.37,Matches
49,Benjani,zw ZIM,FW,Sunderland,30,1978,8,1,127,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
50,Benjani,zw ZIM,FW,Manchester City,30,1978,2,1,125,1.4,0,1,1,0,0,0,0,0,0.00,0.72,0.72,0.00,0.72,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
51,Darren Bent,eng ENG,FW,Sunderland,25,1984,38,38,3383,37.6,24,1,25,19,5,8,5,0,0.64,0.03,0.67,0.51,0.53,Matches
52,David Bentley,eng ENG,MF,Tottenham,24,1984,15,11,983,10.9,1,1,2,1,0,0,1,0,0.09,0.09,0.18,0.09,0.18,Matches
53,Dimitar Berbatov,bg BUL,FW,Manchester Utd,28,1981,33,24,2094,23.3,12,5,17,12,0,0,1,0,0.52,0.21,0.73,0.52,0.73,Matches
54,Christophe Berra,sct SCO,DF,Wolves,24,1985,32,32,2835,31.5,0,3,3,0,0,0,5,0,0.00,0.10,0.10,0.00,0.10,Matches
55,Habib Beye,sn SEN,DF,Aston Villa,31,1977,6,5,442,4.9,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
56,André Bikey,cm CMR,"DF,MF",Burnley,24,1985,28,26,2180,24.2,1,0,1,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,Matches
57,Diniyar Bilyaletdinov,ru RUS,MF,Everton,24,1985,23,16,1430,15.9,6,1,7,6,0,0,1,1,0.38,0.06,0.44,0.38,0.44,Matches
58,Mame Biram Diouf,sn SEN,"FW,MF",Manchester Utd,21,1987,5,0,94,1.0,1,0,1,1,0,0,1,0,0.96,0.00,0.96,0.96,0.96,Matches
59,Robbie Blake,eng ENG,"FW,MF",Burnley,33,1976,31,20,1648,18.3,2,3,5,2,0,0,1,0,0.11,0.16,0.27,0.11,0.27,Matches
60,Luís Boa Morte,pt POR,"FW,MF",West Ham,31,1977,1,1,63,0.7,1,0,1,1,0,0,1,0,1.43,0.00,1.43,1.43,1.43,Matches
61,George Boateng,nl NED,MF,Hull City,33,1975,29,26,2228,24.8,1,1,2,1,0,0,5,2,0.04,0.04,0.08,0.04,0.08,Matches
62,Kevin-Prince Boateng,gh GHA,"FW,MF",Portsmouth,22,1987,22,20,1841,20.5,3,2,5,2,1,2,7,0,0.15,0.10,0.24,0.10,0.20,Matches
63,Fabio Borini,it ITA,"FW,MF",Chelsea,18,1991,4,0,37,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
64,José Bosingwa,pt POR,DF,Chelsea,26,1982,8,8,645,7.2,0,1,1,0,0,0,0,0,0.00,0.14,0.14,0.00,0.14,Matches
65,Papa Bouba Diop,sn SEN,"DF,MF",Portsmouth,31,1978,12,9,711,7.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
66,Lee Bowyer,eng ENG,MF,Birmingham City,32,1977,35,34,3009,33.4,5,2,7,5,0,0,8,0,0.15,0.06,0.21,0.15,0.21,Matches
67,Dedryck Boyata,be BEL,DF,Manchester City,18,1990,3,1,126,1.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
68,Emmerson Boyce,bb BRB,DF,Wigan Athletic,29,1979,24,23,2034,22.6,3,1,4,3,0,0,1,0,0.13,0.04,0.18,0.13,0.18,Matches
69,Titus Bramble,eng ENG,DF,Wigan Athletic,28,1981,35,35,3110,34.6,2,0,2,2,0,0,10,0,0.06,0.00,0.06,0.06,0.06,Matches
70,Wayne Bridge,eng ENG,DF,Manchester City,28,1980,23,23,1890,21.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
71,Jason Brown,wls WAL,GK,Blackburn,27,1982,4,3,336,3.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
72,Michael Brown,eng ENG,MF,Portsmouth,32,1977,24,22,1925,21.4,2,4,6,2,0,0,5,1,0.09,0.19,0.28,0.09,0.28,Matches
73,Michael Brown,eng ENG,MF,Wigan Athletic,32,1977,2,2,151,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
74,Wes Brown,eng ENG,DF,Manchester Utd,29,1979,19,18,1571,17.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
75,Jeffrey Bruma,nl NED,DF,Chelsea,17,1991,2,0,59,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
76,Jimmy Bullard,eng ENG,MF,Hull City,30,1978,14,13,1051,11.7,4,0,4,0,4,5,0,0,0.34,0.00,0.34,0.00,0.00,Matches
77,Gary Cahill,eng ENG,DF,Bolton,23,1985,29,29,2610,29.0,5,1,6,5,0,0,3,0,0.17,0.03,0.21,0.17,0.21,Matches
78,Tim Cahill,au AUS,"FW,MF",Everton,29,1979,33,33,2863,31.8,8,4,12,8,0,0,8,0,0.25,0.13,0.38,0.25,0.38,Matches
79,Tom Cairney,sct SCO,MF,Hull City,18,1991,11,10,897,10.0,1,0,1,1,0,0,1,0,0.10,0.00,0.10,0.10,0.10,Matches
80,Gary Caldwell,sct SCO,"DF,MF",Wigan Athletic,27,1982,16,16,1347,15.0,2,0,2,2,0,0,3,2,0.13,0.00,0.13,0.13,0.13,Matches
81,Steven Caldwell,sct SCO,DF,Burnley,28,1980,13,12,1062,11.8,1,0,1,1,0,0,1,1,0.08,0.00,0.08,0.08,0.08,Matches
82,Fraizer Campbell,eng ENG,FW,Sunderland,21,1987,31,19,1918,21.3,4,4,8,4,0,0,3,0,0.19,0.19,0.38,0.19,0.38,Matches
83,Sol Campbell,eng ENG,"DF,FW",Arsenal,34,1974,11,10,956,10.6,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
84,Lorik Cana,al ALB,"DF,MF",Sunderland,26,1983,31,29,2598,28.9,0,1,1,0,0,0,10,1,0.00,0.03,0.03,0.00,0.03,Matches
85,John Carew,no NOR,FW,Aston Villa,29,1979,33,22,2102,23.4,10,3,13,9,1,2,2,0,0.43,0.13,0.56,0.39,0.51,Matches
86,Clarke Carlisle,eng ENG,DF,Burnley,29,1979,27,27,2373,26.4,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches
87,Stephen Carr,ie IRL,DF,Birmingham City,32,1976,35,35,3109,34.5,0,2,2,0,0,0,10,0,0.00,0.06,0.06,0.00,0.06,Matches
88,Jamie Carragher,eng ENG,"DF,MF",Liverpool,31,1978,37,37,3251,36.1,0,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,Matches
89,Michael Carrick,eng ENG,MF,Manchester Utd,28,1981,30,22,2119,23.5,2,2,4,2,0,1,1,0,0.08,0.08,0.17,0.08,0.17,Matches
90,Lee Carsley,ie IRL,MF,Birmingham City,35,1974,7,3,347,3.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
91,Ricardo Carvalho,pt POR,DF,Chelsea,31,1978,22,22,1846,20.5,0,1,1,0,0,0,4,0,0.00,0.05,0.05,0.00,0.05,Matches
92,Segundo Castillo,ec ECU,"DF,MF",Wolves,27,1982,8,7,501,5.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
93,Lee Cattermole,eng ENG,MF,Sunderland,21,1988,22,19,1490,16.6,0,3,3,0,0,0,9,1,0.00,0.18,0.18,0.00,0.18,Matches
94,Petr Čech,cz CZE,GK,Chelsea,27,1982,34,34,3021,33.6,0,1,1,0,0,0,0,1,0.00,0.03,0.03,0.00,0.03,Matches
95,Pascal Chimbonda,fr FRA,DF,Blackburn,30,1979,24,22,1973,21.9,1,1,2,1,0,0,3,0,0.05,0.05,0.09,0.05,0.09,Matches
96,Lee Chung-yong,kr KOR,"FW,MF",Bolton,21,1988,34,27,2407,26.7,4,3,7,4,0,0,4,0,0.15,0.11,0.26,0.15,0.26,Matches
97,Ciaran Clark,ie IRL,"DF,MF",Aston Villa,19,1989,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
98,Gaël Clichy,fr FRA,DF,Arsenal,24,1985,24,23,2087,23.2,0,1,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,Matches
99,Tamir Cohen,il ISR,MF,Bolton,25,1984,27,26,2090,23.2,3,3,6,3,0,0,7,1,0.13,0.13,0.26,0.13,0.26,Matches
100,Jack Colback,eng ENG,"DF,MF",Sunderland,19,1989,1,0,13,0.1,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
101,Ashley Cole,eng ENG,DF,Chelsea,28,1980,27,25,2153,23.9,4,3,7,4,0,0,4,0,0.17,0.13,0.29,0.17,0.29,Matches
102,Carlton Cole,eng ENG,FW,West Ham,25,1983,30,26,2287,25.4,10,3,13,9,1,1,3,0,0.39,0.12,0.51,0.35,0.47,Matches
103,Joe Cole,eng ENG,MF,Chelsea,27,1981,26,14,1285,14.3,2,5,7,2,0,0,2,0,0.14,0.35,0.49,0.14,0.49,Matches
104,Séamus Coleman,ie IRL,"DF,MF",Everton,20,1988,3,0,108,1.2,0,1,1,0,0,0,0,0,0.00,0.83,0.83,0.00,0.83,Matches
105,Danny Collins,wls WAL,DF,Stoke City,28,1980,25,22,2081,23.1,0,1,1,0,0,0,0,0,0.00,0.04,0.04,0.00,0.04,Matches
106,Danny Collins,wls WAL,DF,Sunderland,28,1980,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
107,James Collins,wls WAL,DF,West Ham,25,1983,3,3,270,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
108,James Collins,wls WAL,DF,Aston Villa,25,1983,27,26,2369,26.3,1,0,1,1,0,0,2,0,0.04,0.00,0.04,0.04,0.04,Matches
109,Jack Collison,wls WAL,MF,West Ham,20,1988,22,19,1654,18.4,2,3,5,2,0,0,3,0,0.11,0.16,0.27,0.11,0.27,Matches
110,Liam Cooper,sct SCO,DF,Hull City,17,1991,2,1,126,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
111,Jack Cork,eng ENG,"DF,MF",Burnley,20,1989,11,8,773,8.6,1,3,4,1,0,0,1,0,0.12,0.35,0.47,0.12,0.47,Matches
112,Vedran Ćorluka,hr CRO,DF,Tottenham,23,1986,29,29,2553,28.4,1,2,3,1,0,0,3,0,0.04,0.07,0.11,0.04,0.11,Matches
113,Leon Cort,gy GUY,DF,Burnley,29,1979,15,15,1291,14.3,0,1,1,0,0,0,0,0,0.00,0.07,0.07,0.00,0.07,Matches
114,Manuel da Costa,ma MAR,DF,West Ham,23,1986,15,12,1096,12.2,2,0,2,2,0,0,0,0,0.16,0.00,0.16,0.16,0.16,Matches
115,Daniel Cousin,ga GAB,FW,Hull City,32,1977,3,1,79,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
116,Jody Craddock,eng ENG,"DF,MF",Wolves,34,1975,33,33,2970,33.0,5,2,7,5,0,0,1,0,0.15,0.06,0.21,0.15,0.21,Matches
117,Richard Cresswell,eng ENG,FW,Stoke City,31,1977,2,1,65,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
118,Peter Crouch,eng ENG,FW,Tottenham,28,1981,38,21,2229,24.8,8,6,14,8,0,0,1,0,0.32,0.24,0.57,0.32,0.57,Matches
119,Carlo Cudicini,it ITA,GK,Tottenham,35,1973,7,6,615,6.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
120,Carlos Cuéllar,es ESP,DF,Aston Villa,27,1981,36,36,3240,36.0,2,1,3,2,0,0,7,1,0.06,0.03,0.08,0.06,0.08,Matches
121,Mark Cullen,eng ENG,FW,Hull City,17,1992,3,2,196,2.2,1,0,1,1,0,0,0,0,0.46,0.00,0.46,0.46,0.46,Matches
122,Greg Cunningham,ie IRL,"DF,MF",Manchester City,18,1991,2,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
123,Scott Dann,eng ENG,DF,Birmingham City,22,1987,30,30,2700,30.0,0,2,2,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,Matches
124,Fabio Daprelà,ch SUI,"DF,MF",West Ham,18,1991,7,4,373,4.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
125,Stephen Darby,eng ENG,DF,Liverpool,20,1988,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
126,Curtis Davies,eng ENG,DF,Aston Villa,24,1985,2,2,180,2.0,1,0,1,1,0,0,0,0,0.50,0.00,0.50,0.50,0.50,Matches
127,Kevin Davies,eng ENG,FW,Bolton,32,1977,37,37,3315,36.8,7,7,14,6,1,1,9,0,0.19,0.19,0.38,0.16,0.35,Matches
128,Mark Davies,eng ENG,MF,Bolton,21,1988,17,5,560,6.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
129,Simon Davies,wls WAL,MF,Fulham,29,1979,17,12,1001,11.1,0,2,2,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18,Matches
130,Sean Davis,eng ENG,MF,Bolton,29,1979,3,3,233,2.6,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches
131,Andy Dawson,eng ENG,DF,Hull City,30,1978,35,35,3065,34.1,1,0,1,1,0,0,7,0,0.03,0.00,0.03,0.03,0.03,Matches
132,Michael Dawson,eng ENG,DF,Tottenham,25,1983,29,25,2337,26.0,2,0,2,2,0,0,4,0,0.08,0.00,0.08,0.08,0.08,Matches
133,Ritchie De Laet,be BEL,DF,Manchester Utd,20,1988,2,2,147,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
134,Deco,pt POR,MF,Chelsea,31,1977,19,14,1238,13.8,2,2,4,2,0,0,4,0,0.15,0.15,0.29,0.15,0.29,Matches
135,Jermain Defoe,eng ENG,FW,Tottenham,26,1982,34,31,2553,28.4,18,4,22,17,1,2,3,1,0.63,0.14,0.78,0.60,0.74,Matches
136,Philipp Degen,ch SUI,"DF,FW",Liverpool,26,1983,7,3,332,3.7,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
137,Rory Delap,ie IRL,MF,Stoke City,33,1976,36,34,2879,32.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
138,Nathan Delfouneso,eng ENG,"FW,MF",Aston Villa,18,1991,9,0,198,2.2,1,0,1,1,0,0,0,0,0.45,0.00,0.45,0.45,0.45,Matches
139,Fabian Delph,eng ENG,"DF,MF",Aston Villa,19,1989,8,4,291,3.2,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
140,Clint Dempsey,us USA,"FW,MF",Fulham,26,1983,29,27,2391,26.6,7,3,10,6,1,1,1,0,0.26,0.11,0.38,0.23,0.34,Matches
141,Denílson,br BRA,MF,Arsenal,21,1988,20,19,1567,17.4,4,1,5,4,0,0,2,0,0.23,0.06,0.29,0.23,0.29,Matches
